delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_minutes,expected_time_minutes,delayed,delivery_status,delivery_rating,delivery_cost,Traffic_Level,Peak_Hour,Rider_Workload,ETA_Minutes,Delay_Risk,Delivery_Intelligence_Score
9608,fedex,furniture,Scooter,Priority,east,rainy,9.11,3.8,35,30,yes,failed,2,92.88,Medium,Yes,5,30,Medium,85
9609,fedex,electronics,Scooter,Instant,east,rainy,2.77,5.24,25,24,no,delivered,4,50.16,High,Yes,4,24,Low,89
9610,amazon logistics,fragile items,Bike,Scheduled,east,hot,3.49,2.57,26,22,yes,delayed,3,55.92,High,No,1,22,Medium,86
9611,ecom express,fragile items,Scooter,Priority,south,stormy,1.16,6.43,16,18,yes,failed,1,37.28,High,No,2,18,Low,97
9612,xpressbees,automobile parts,Scooter,Priority,central,foggy,2.28,0.86,25,15,yes,delayed,3,38.24,Low,Yes,2,15,High,78
9613,delhivery,automobile parts,Bike,Instant,west,foggy,9.05,2.22,36,27,no,delivered,4,92.4,Low,Yes,2,27,High,80
9614,dhl,documents,EV Scooter,Instant,east,cold,1.85,1.32,22,19,no,delivered,5,42.8,High,No,4,19,Low,85
9615,xpressbees,groceries,EV Scooter,Instant,east,clear,0.62,2.38,12,13,no,delivered,4,24.96,Medium,No,2,13,Low,100
9616,shadowfax,automobile parts,Scooter,Priority,south,hot,5.01,1.83,22,21,no,delivered,4,60.08,Medium,No,5,21,Low,93
9617,fedex,furniture,EV Scooter,Scheduled,south,cold,3.67,7.86,26,23,no,delivered,5,57.36,High,No,3,23,Low,86
9618,dhl,fragile items,Bike,Scheduled,west,hot,2.19,1.63,17,12,yes,delayed,2,37.52,Low,No,2,12,Medium,88
9619,dhl,pharmacy,EV Scooter,Scheduled,north,stormy,3.01,2.85,21,17,no,delivered,4,44.08,Medium,No,5,17,Medium,87
9620,shadowfax,automobile parts,EV Scooter,Instant,north,stormy,1.23,2.73,17,18,no,delivered,5,37.84,High,No,1,18,Low,96
9621,blue dart,electronics,Scooter,Scheduled,north,cold,6.95,4.27,25,24,no,delivered,4,75.6,Low,Yes,5,24,Low,93
9622,fedex,cosmetics,Scooter,Scheduled,central,clear,8.6,3.04,36,30,no,delivered,4,96.8,High,Yes,2,30,Medium,81
9623,blue dart,fragile items,Bike,Instant,central,hot,6.14,7.34,20,22,no,delivered,4,69.12,Low,Yes,2,22,Low,100
9624,xpressbees,clothing,Bike,Instant,central,rainy,9.71,2.74,39,29,yes,failed,2,97.68,Medium,No,5,29,High,75
9625,amazon logistics,cosmetics,Bike,Scheduled,south,clear,6.04,3.66,20,22,no,delivered,4,68.32,Low,Yes,1,22,Low,100
9626,fedex,clothing,EV Scooter,Scheduled,south,clear,5.14,4.83,23,24,no,delivered,5,61.12,Medium,Yes,3,24,Low,99
9627,dhl,automobile parts,Scooter,Scheduled,south,clear,2.85,1.92,17,17,no,delivered,5,42.8,Medium,No,2,17,Low,98
9628,ecom express,automobile parts,Bike,Priority,west,stormy,1.54,4.01,31,22,no,delivered,4,40.32,High,Yes,1,22,High,76
9629,shadowfax,electronics,Scooter,Instant,west,clear,8.28,1.51,39,30,no,delivered,5,94.24,High,Yes,2,30,High,75
9630,dhl,furniture,Bike,Priority,central,hot,5.89,7.88,35,30,no,delivered,3,75.12,High,Yes,1,30,Medium,84
9631,delhivery,groceries,Scooter,Scheduled,south,clear,9.91,0.26,36,30,no,delivered,4,107.28,High,Yes,4,30,Medium,79
9632,delhivery,automobile parts,Scooter,Scheduled,central,rainy,8.44,3,24,23,no,delivered,5,87.52,Low,No,4,23,Low,94
9633,blue dart,documents,Bike,Priority,central,foggy,5.49,0.55,22,22,no,delivered,5,63.92,Medium,No,4,22,Low,96
9634,ekart,cosmetics,Scooter,Priority,north,cold,2.09,7.87,23,16,no,delivered,4,36.72,Medium,No,4,16,Medium,82
9635,xpressbees,clothing,Scooter,Scheduled,south,clear,1.89,3.27,14,14,no,delivered,4,35.12,Low,Yes,2,14,Low,98
9636,fedex,clothing,Scooter,Instant,north,foggy,1.39,6.14,24,22,yes,delayed,2,39.12,High,Yes,4,22,Low,87
9637,ecom express,automobile parts,Bike,Priority,central,clear,3.39,3.12,19,17,no,delivered,5,47.12,Low,Yes,2,17,Low,94
9638,fedex,groceries,EV Scooter,Priority,east,rainy,7.49,6.82,38,29,no,delivered,4,87.92,High,No,3,29,High,74
9639,ecom express,cosmetics,EV Scooter,Scheduled,north,stormy,4.8,4.97,16,17,yes,delayed,2,58.4,Low,No,5,17,Low,97
9640,fedex,automobile parts,Scooter,Priority,east,hot,7.48,2.27,28,24,no,delivered,4,79.84,Low,Yes,3,24,Medium,89
9641,dhl,automobile parts,Scooter,Priority,north,stormy,9.9,5.48,36,30,no,delivered,5,107.2,High,No,3,30,Medium,80
9642,xpressbees,electronics,Bike,Instant,south,stormy,2.94,6.17,19,17,no,delivered,5,43.52,Medium,No,3,17,Low,93
9643,fedex,documents,Scooter,Priority,east,foggy,5.12,2.05,30,28,yes,delayed,3,68.96,High,Yes,5,28,Low,86
9644,ekart,cosmetics,EV Scooter,Scheduled,north,rainy,3.96,6.23,21,23,yes,failed,1,59.68,High,No,1,23,Low,98
9645,fedex,automobile parts,EV Scooter,Instant,central,stormy,0.63,1.9,10,10,yes,failed,1,25.04,Low,No,5,10,Low,95
9646,shadowfax,automobile parts,EV Scooter,Priority,east,hot,3.85,4.66,28,19,no,delivered,5,50.8,Medium,No,3,19,High,79
9647,dhl,cosmetics,Scooter,Scheduled,west,stormy,7.25,3.01,29,28,yes,delayed,2,78,Medium,Yes,1,28,Low,97
9648,xpressbees,electronics,Bike,Instant,south,clear,8.97,4.84,32,30,yes,delayed,2,99.76,High,Yes,3,30,Low,88
9649,ecom express,cosmetics,Bike,Scheduled,west,cold,7.86,2.68,29,30,no,delivered,3,90.88,High,Yes,4,30,Low,93
9650,dhl,documents,Scooter,Scheduled,east,rainy,8.64,4.9,39,30,yes,delayed,2,89.12,Medium,Yes,2,30,High,80
9651,ekart,fragile items,Bike,Instant,east,stormy,9.07,1.15,29,30,yes,delayed,2,100.56,High,Yes,4,30,Low,93
9652,dhl,furniture,EV Scooter,Instant,south,hot,6.16,7.82,36,30,no,delivered,5,77.28,High,Yes,4,30,Medium,79
9653,amazon logistics,clothing,EV Scooter,Scheduled,north,cold,1.57,7.6,13,11,no,delivered,4,32.56,Low,No,3,11,Low,93
9654,blue dart,fragile items,EV Scooter,Instant,east,stormy,7.01,3.88,31,30,no,delivered,5,84.08,High,Yes,2,30,Low,91
9655,ecom express,automobile parts,Scooter,Instant,south,cold,7.42,2.13,31,28,yes,delayed,2,79.36,Medium,Yes,2,28,Low,92
9656,dhl,furniture,Bike,Scheduled,east,foggy,0.7,5.68,21,17,no,delivered,4,33.6,High,No,5,17,Medium,82
9657,amazon logistics,fragile items,EV Scooter,Priority,east,clear,9.8,5.02,34,29,yes,delayed,3,98.4,Low,Yes,2,29,Medium,88
9658,amazon logistics,electronics,EV Scooter,Scheduled,south,clear,8.63,6.61,31,30,no,delivered,5,97.04,High,No,1,30,Low,92
9659,amazon logistics,documents,EV Scooter,Priority,north,cold,6.76,4.13,29,28,no,delivered,4,82.08,High,No,3,28,Low,90
9660,ecom express,clothing,EV Scooter,Scheduled,south,clear,1.85,6.3,21,19,no,delivered,5,42.8,High,No,1,19,Low,90
9661,blue dart,documents,Scooter,Instant,south,cold,5.23,3.9,38,28,no,delivered,4,69.84,High,Yes,2,28,High,73
9662,shadowfax,groceries,EV Scooter,Priority,south,foggy,2.82,3.23,23,20,yes,delayed,2,42.56,Medium,Yes,3,20,Low,91
9663,delhivery,groceries,Bike,Scheduled,west,cold,7.54,7.21,30,22,no,delivered,5,80.32,Low,No,4,22,Medium,80
9664,ekart,documents,Bike,Scheduled,south,cold,9.75,0.57,39,29,no,delivered,5,98,Low,Yes,5,29,High,75
9665,delhivery,furniture,EV Scooter,Instant,west,clear,3.91,2.89,23,22,no,delivered,5,51.28,Medium,Yes,4,22,Low,94
9666,xpressbees,clothing,EV Scooter,Instant,north,stormy,7.57,5.29,30,25,no,delivered,4,80.56,Low,Yes,3,25,Medium,87
9667,shadowfax,groceries,EV Scooter,Scheduled,west,clear,2.34,3.88,11,12,no,delivered,4,38.72,Low,No,2,12,Low,100
9668,xpressbees,fragile items,EV Scooter,Scheduled,west,rainy,9.57,3.97,38,30,no,delivered,4,96.56,Medium,Yes,2,30,Medium,82
9669,blue dart,pharmacy,Scooter,Instant,west,cold,6.57,1.77,29,27,no,delivered,4,72.56,Medium,Yes,5,27,Low,91
9670,ekart,electronics,Scooter,Priority,west,cold,9.67,2.41,35,30,no,delivered,5,105.36,High,Yes,1,30,Medium,84
9671,xpressbees,documents,EV Scooter,Scheduled,south,clear,8.83,4.43,32,30,no,delivered,5,98.64,High,Yes,2,30,Low,89
9672,amazon logistics,fragile items,EV Scooter,Instant,south,cold,6.95,7.21,34,25,no,delivered,5,75.6,Medium,No,3,25,High,79
9673,amazon logistics,clothing,EV Scooter,Priority,central,rainy,9.04,1.16,34,27,no,delivered,5,92.32,Low,Yes,2,27,Medium,84
9674,delhivery,automobile parts,Bike,Priority,central,foggy,4.77,2.55,31,24,no,delivered,5,58.16,Medium,Yes,4,24,Medium,82
9675,dhl,documents,EV Scooter,Scheduled,east,stormy,9.6,4.46,30,25,no,delivered,4,96.8,Low,No,2,25,Medium,88
9676,delhivery,pharmacy,Scooter,Priority,west,rainy,5.51,4.36,28,21,no,delivered,5,64.08,Low,Yes,2,21,Medium,84
9677,amazon logistics,furniture,EV Scooter,Instant,central,clear,3.02,6.84,18,16,no,delivered,4,44.16,Low,Yes,1,16,Low,95
9678,blue dart,pharmacy,Scooter,Scheduled,central,rainy,6.95,2.99,24,24,no,delivered,5,75.6,Low,Yes,1,24,Low,99
9679,amazon logistics,fragile items,EV Scooter,Scheduled,north,clear,8.94,4.68,30,27,no,delivered,3,91.52,Low,Yes,5,27,Low,89
9680,blue dart,clothing,Bike,Scheduled,east,stormy,4.21,4.43,21,20,no,delivered,5,53.68,Medium,No,5,20,Low,93
9681,delhivery,groceries,Scooter,Priority,west,stormy,4.46,2.42,23,20,no,delivered,4,55.68,Medium,No,1,20,Low,93
9682,amazon logistics,pharmacy,Bike,Scheduled,east,rainy,9.94,0.59,35,30,yes,delayed,2,107.52,High,Yes,4,30,Medium,81
9683,dhl,documents,Scooter,Priority,east,cold,3.44,0.38,22,21,yes,failed,1,47.52,Medium,Yes,5,21,Low,93
9684,dhl,groceries,EV Scooter,Instant,west,hot,0.89,6.83,30,21,no,delivered,4,35.12,High,Yes,4,21,High,73
9685,shadowfax,fragile items,Bike,Priority,south,foggy,5.44,1.51,34,25,yes,delayed,2,63.52,Medium,Yes,4,25,High,78
9686,ekart,documents,Scooter,Priority,east,foggy,3.76,6.48,23,19,no,delivered,4,50.08,Medium,No,5,19,Medium,87
9687,xpressbees,clothing,EV Scooter,Scheduled,west,foggy,6.32,7.45,28,30,no,delivered,5,78.56,High,Yes,4,30,Low,95
9688,dhl,pharmacy,Scooter,Scheduled,west,stormy,4.62,3.76,28,19,no,delivered,4,56.96,Low,Yes,4,19,High,78
9689,ekart,electronics,EV Scooter,Scheduled,east,cold,4.82,1.39,27,28,yes,delayed,3,66.56,High,Yes,4,28,Low,93
9690,dhl,electronics,Bike,Priority,east,rainy,9.7,6.96,36,28,no,delivered,5,97.6,Low,Yes,4,28,Medium,80
9691,delhivery,fragile items,Scooter,Priority,south,rainy,8.03,1.75,31,26,no,delivered,4,84.24,Medium,No,1,26,Medium,89
9692,ekart,documents,EV Scooter,Instant,north,foggy,3.24,1.05,30,21,no,delivered,4,45.92,Medium,Yes,4,21,High,78
9693,shadowfax,clothing,EV Scooter,Scheduled,west,rainy,9.71,1.85,29,25,yes,failed,1,97.68,Low,No,2,25,Medium,90
9694,blue dart,pharmacy,Scooter,Priority,central,stormy,5.24,1.6,27,17,yes,delayed,2,61.92,Low,No,2,17,High,78
9695,blue dart,furniture,Scooter,Scheduled,central,clear,7.01,6.95,27,24,no,delivered,5,76.08,Low,Yes,2,24,Low,92
9696,shadowfax,furniture,Scooter,Instant,south,cold,4.93,0.44,25,24,no,delivered,4,59.44,Medium,Yes,2,24,Low,96
9697,dhl,groceries,Bike,Priority,south,rainy,1.93,2.01,28,19,no,delivered,5,43.44,High,No,5,19,High,72
9698,blue dart,clothing,Scooter,Priority,west,rainy,9.68,6.13,31,28,no,delivered,5,97.44,Low,Yes,5,28,Low,89
9699,xpressbees,fragile items,Scooter,Instant,west,rainy,6.43,2.12,35,30,yes,delayed,2,79.44,High,Yes,4,30,Medium,81
9700,xpressbees,electronics,Bike,Scheduled,south,hot,6.81,5.11,29,20,no,delivered,4,74.48,Low,No,4,20,High,78
9701,delhivery,furniture,Scooter,Priority,south,rainy,3.38,2.55,25,18,no,delivered,4,47.04,Medium,No,2,18,Medium,84
9702,blue dart,documents,Scooter,Priority,east,stormy,3.24,6.89,13,14,yes,delayed,2,45.92,Low,No,2,14,Low,100
9703,dhl,pharmacy,EV Scooter,Priority,east,hot,8.1,3.05,25,26,no,delivered,3,84.8,Low,Yes,2,26,Low,100
9704,xpressbees,furniture,EV Scooter,Instant,west,hot,0.65,2.02,22,13,no,delivered,4,25.2,Medium,No,5,13,High,77
9705,delhivery,groceries,Scooter,Scheduled,west,stormy,0.89,5.55,14,10,no,delivered,5,27.12,Low,No,2,10,Medium,90
9706,amazon logistics,furniture,Bike,Priority,east,stormy,3.19,2.17,13,14,no,delivered,4,45.52,Low,No,5,14,Low,97
9707,ekart,documents,EV Scooter,Priority,west,foggy,6.13,6.39,25,26,no,delivered,5,69.04,Medium,Yes,1,26,Low,100
9708,blue dart,clothing,Bike,Instant,north,clear,1.01,6.46,11,10,no,delivered,3,28.08,Low,No,5,10,Low,93
9709,amazon logistics,automobile parts,Scooter,Instant,south,clear,3.41,0.95,13,14,no,delivered,4,47.28,Low,No,4,14,Low,98
9710,delhivery,pharmacy,Scooter,Priority,south,rainy,4.59,2.37,33,27,no,delivered,4,64.72,High,Yes,2,27,Medium,81
9711,blue dart,pharmacy,EV Scooter,Scheduled,west,hot,6.77,6.4,40,30,yes,delayed,2,82.16,High,Yes,5,30,High,70
9712,ecom express,automobile parts,EV Scooter,Scheduled,north,hot,0.51,7.89,12,13,no,delivered,3,24.08,Medium,No,5,13,Low,97
9713,fedex,automobile parts,EV Scooter,Priority,central,stormy,2.89,3.79,14,16,no,delivered,5,43.12,Low,Yes,1,16,Low,100
9714,fedex,pharmacy,EV Scooter,Priority,east,hot,3.83,5.93,25,18,yes,delayed,2,50.64,Low,Yes,5,18,Medium,81
9715,xpressbees,fragile items,Scooter,Instant,north,hot,3.19,5.38,21,17,no,delivered,5,45.52,Low,Yes,1,17,Medium,91
9716,shadowfax,furniture,Scooter,Scheduled,south,stormy,8.66,6.6,24,24,no,delivered,5,89.28,Low,No,3,24,Low,97
9717,shadowfax,documents,Bike,Scheduled,north,foggy,6.82,3.45,25,23,no,delivered,5,74.56,Low,Yes,1,23,Low,95
9718,delhivery,pharmacy,Bike,Instant,south,rainy,7.8,0.44,23,25,yes,delayed,2,82.4,Low,Yes,5,25,Low,99
9719,fedex,automobile parts,Bike,Priority,west,clear,1.97,7.17,19,15,no,delivered,5,35.76,Low,Yes,3,15,Medium,89
9720,ekart,fragile items,Bike,Instant,north,clear,1.32,1.98,20,18,no,delivered,3,38.56,High,No,3,18,Low,88
9721,amazon logistics,furniture,EV Scooter,Scheduled,east,clear,3.07,4.1,30,25,no,delivered,4,52.56,High,Yes,5,25,Medium,80
9722,fedex,automobile parts,Scooter,Scheduled,west,hot,9.96,5.04,37,30,yes,failed,1,107.68,High,No,5,30,Medium,76
9723,blue dart,clothing,Scooter,Instant,south,hot,2.37,3.17,16,12,no,delivered,4,38.96,Low,No,1,12,Medium,91
9724,amazon logistics,electronics,Scooter,Priority,north,stormy,6.06,4.15,22,19,yes,delayed,3,68.48,Low,No,1,19,Low,93
9725,ekart,groceries,EV Scooter,Instant,west,stormy,1.27,2.69,22,13,no,delivered,4,30.16,Low,Yes,2,13,High,80
9726,ekart,clothing,EV Scooter,Instant,south,stormy,2.58,0.36,23,24,yes,delayed,2,48.64,High,Yes,3,24,Low,94
9727,ecom express,automobile parts,Bike,Scheduled,east,rainy,5,5.74,23,17,no,delivered,4,60,Low,No,3,17,Medium,85
9728,xpressbees,clothing,Scooter,Scheduled,east,clear,3.87,5.62,28,23,yes,delayed,2,58.96,High,No,5,23,Medium,80
9729,amazon logistics,furniture,Bike,Priority,east,hot,8.21,7.63,33,30,no,delivered,5,93.68,High,Yes,2,30,Low,87
9730,shadowfax,cosmetics,Bike,Scheduled,east,stormy,6.55,0.74,27,23,yes,delayed,3,72.4,Low,Yes,3,23,Medium,89
9731,ecom express,electronics,Bike,Instant,south,cold,4.51,5.92,20,20,no,delivered,4,56.08,Medium,No,3,20,Low,97
9732,blue dart,electronics,Bike,Instant,north,hot,9.69,3.33,31,25,no,delivered,3,97.52,Low,No,2,25,Medium,86
9733,shadowfax,furniture,Bike,Scheduled,central,foggy,1.43,2.23,17,18,no,delivered,4,31.44,Medium,Yes,2,18,Low,100
9734,ekart,automobile parts,Scooter,Priority,west,foggy,2.98,7.17,21,21,no,delivered,3,51.84,High,No,3,21,Low,92
9735,dhl,electronics,Bike,Scheduled,west,foggy,3.37,4.6,30,25,no,delivered,5,54.96,High,Yes,4,25,Medium,81
9736,ekart,electronics,Bike,Instant,south,clear,3.45,6.18,21,22,no,delivered,5,55.6,High,No,1,22,Low,96
9737,blue dart,automobile parts,Scooter,Scheduled,north,rainy,5.86,1.8,40,30,yes,delayed,3,74.88,High,Yes,4,30,High,71
9738,dhl,pharmacy,Scooter,Instant,west,rainy,6.95,7.74,27,29,no,delivered,3,83.6,High,No,2,29,Low,97
9739,ecom express,cosmetics,EV Scooter,Instant,central,cold,3.56,1.5,24,25,no,delivered,3,56.48,High,Yes,5,25,Low,92
9740,shadowfax,documents,Bike,Scheduled,south,rainy,5.99,7.34,27,23,yes,delayed,2,67.92,Medium,No,2,23,Medium,90
9741,dhl,documents,Scooter,Instant,north,clear,6.99,6.37,32,25,no,delivered,4,75.92,Medium,No,5,25,Medium,81
9742,dhl,furniture,Scooter,Priority,east,stormy,2.4,3.25,19,19,no,delivered,3,39.2,Medium,Yes,4,19,Low,96
9743,fedex,clothing,EV Scooter,Instant,central,rainy,1.79,7.64,16,15,yes,delayed,2,34.32,Medium,No,4,15,Low,94
9744,ekart,groceries,Scooter,Scheduled,east,clear,5.77,2.95,22,21,no,delivered,4,66.16,Low,Yes,4,21,Low,94
9745,fedex,automobile parts,EV Scooter,Scheduled,south,foggy,3.36,5.54,19,17,no,delivered,5,46.88,Low,Yes,3,17,Low,93
9746,xpressbees,cosmetics,Scooter,Instant,central,clear,1.31,6.91,18,10,no,delivered,3,30.48,Low,No,3,10,Medium,81
9747,ekart,fragile items,EV Scooter,Scheduled,south,foggy,5.88,0.82,37,30,yes,failed,2,75.04,High,Yes,5,30,Medium,76
9748,shadowfax,furniture,EV Scooter,Priority,south,hot,6.47,6.52,26,20,yes,delayed,2,71.76,Low,No,3,20,Medium,85
9749,xpressbees,fragile items,Bike,Scheduled,south,stormy,5.69,3.61,25,21,no,delivered,4,65.52,Low,Yes,3,21,Medium,89
9750,fedex,groceries,EV Scooter,Instant,north,cold,4.07,4.9,22,19,no,delivered,5,52.56,Medium,No,2,19,Low,92
9751,ekart,pharmacy,EV Scooter,Scheduled,central,cold,8.82,4.18,40,30,no,delivered,4,90.56,Medium,Yes,3,30,High,77
9752,fedex,cosmetics,Bike,Instant,south,cold,4.65,3.65,23,19,no,delivered,4,57.2,Low,Yes,1,19,Medium,91
9753,amazon logistics,fragile items,Scooter,Scheduled,west,hot,1.82,2.65,30,22,no,delivered,4,42.56,High,Yes,3,22,Medium,76
9754,blue dart,automobile parts,Bike,Priority,east,stormy,4.7,6.81,34,27,yes,delayed,2,65.6,High,Yes,3,27,Medium,78
9755,shadowfax,electronics,Scooter,Instant,west,clear,3.48,2.53,26,17,no,delivered,3,47.84,Low,Yes,3,17,High,79
9756,xpressbees,fragile items,Scooter,Instant,north,foggy,9.38,5.19,35,30,no,delivered,3,103.04,High,Yes,1,30,Medium,84
9757,ekart,cosmetics,Bike,Instant,east,cold,7.27,0.45,30,30,yes,delayed,2,86.16,High,Yes,4,30,Low,91
9758,dhl,cosmetics,EV Scooter,Instant,central,clear,4.95,6.92,23,21,no,delivered,5,59.6,Medium,No,2,21,Low,94
9759,amazon logistics,electronics,Scooter,Priority,central,hot,4.56,3.32,28,23,no,delivered,4,56.48,Medium,Yes,1,23,Medium,89
9760,dhl,furniture,EV Scooter,Scheduled,north,foggy,4.49,1.3,31,24,yes,delayed,2,63.92,High,No,5,24,Medium,76
9761,shadowfax,automobile parts,EV Scooter,Priority,west,cold,4.4,6.55,22,19,no,delivered,4,55.2,Low,Yes,1,19,Low,93
9762,blue dart,automobile parts,EV Scooter,Scheduled,central,rainy,0.76,7.35,9,10,no,delivered,4,26.08,Low,No,2,10,Low,100
9763,ecom express,documents,Bike,Instant,west,foggy,5.81,0.79,32,25,yes,delayed,3,66.48,Medium,Yes,5,25,Medium,81
9764,shadowfax,furniture,Bike,Scheduled,east,hot,9.6,3.72,32,30,no,delivered,3,96.8,Medium,Yes,3,30,Low,93
9765,xpressbees,fragile items,Scooter,Instant,north,foggy,4.5,4.05,23,23,yes,failed,2,56,Medium,Yes,4,23,Low,96
9766,shadowfax,automobile parts,EV Scooter,Priority,east,cold,7.68,4.97,32,26,no,delivered,5,81.44,Medium,No,3,26,Medium,85
9767,dhl,documents,Bike,Scheduled,north,foggy,6.34,3.83,24,26,no,delivered,4,70.72,Medium,Yes,3,26,Low,100
9768,dhl,fragile items,Bike,Scheduled,west,foggy,3.37,2.4,35,25,yes,delayed,2,54.96,High,Yes,2,25,High,73
9769,xpressbees,fragile items,Bike,Scheduled,east,hot,2.81,4.46,28,20,no,delivered,3,42.48,Medium,Yes,1,20,Medium,83
9770,amazon logistics,clothing,Scooter,Scheduled,north,rainy,5.37,4.83,25,21,no,delivered,5,62.96,Low,Yes,5,21,Medium,87
9771,blue dart,electronics,Scooter,Priority,west,hot,1.71,7.83,27,22,no,delivered,3,41.68,High,Yes,4,22,Medium,81
9772,amazon logistics,electronics,Bike,Priority,east,hot,5.66,7.44,35,29,no,delivered,5,73.28,High,Yes,2,29,Medium,81
9773,amazon logistics,clothing,Bike,Priority,east,cold,5.87,1.75,34,30,no,delivered,3,74.96,High,Yes,2,30,Medium,85
9774,delhivery,cosmetics,Bike,Priority,south,stormy,3.29,4.59,29,25,yes,delayed,2,54.32,High,Yes,1,25,Medium,86
9775,delhivery,groceries,Scooter,Instant,east,cold,7.68,6.6,34,30,no,delivered,4,89.44,High,Yes,2,30,Medium,85
9776,xpressbees,cosmetics,EV Scooter,Instant,north,stormy,4.23,3.39,32,23,no,delivered,5,53.84,Medium,Yes,4,23,High,78
9777,amazon logistics,electronics,EV Scooter,Priority,north,foggy,4.33,0.33,20,20,no,delivered,4,54.64,Medium,No,4,20,Low,96
9778,dhl,pharmacy,EV Scooter,Scheduled,west,cold,0.56,2.6,20,12,yes,delayed,3,24.48,Low,Yes,5,12,Medium,79
9779,shadowfax,cosmetics,Bike,Scheduled,central,foggy,8.17,2.39,36,26,no,delivered,3,85.36,Low,Yes,5,26,High,75
9780,ecom express,automobile parts,Scooter,Priority,north,rainy,8.81,0.34,35,30,no,delivered,4,98.48,High,No,3,30,Medium,82
9781,ekart,documents,Scooter,Instant,north,hot,4.87,7.79,31,25,yes,delayed,2,66.96,High,No,4,25,Medium,79
9782,ekart,furniture,EV Scooter,Scheduled,east,rainy,1.02,6.07,20,18,yes,delayed,2,36.16,High,No,1,18,Low,90
9783,ecom express,furniture,Scooter,Priority,east,clear,1.02,0.35,14,14,no,delivered,4,28.16,Medium,No,4,14,Low,96
9784,ekart,groceries,EV Scooter,Scheduled,south,clear,8.38,3.58,30,30,no,delivered,4,95.04,High,Yes,5,30,Low,90
9785,fedex,pharmacy,Bike,Instant,central,hot,6.67,5.87,31,24,no,delivered,5,73.36,Medium,No,5,24,Medium,81
9786,dhl,pharmacy,EV Scooter,Instant,central,rainy,3.67,4.05,25,23,no,delivered,3,57.36,High,No,2,23,Low,89
9787,fedex,fragile items,EV Scooter,Instant,west,foggy,1.43,3.17,21,22,no,delivered,5,39.44,High,Yes,1,22,Low,96
9788,ekart,electronics,Bike,Scheduled,central,foggy,3.26,2.71,24,25,yes,delayed,2,54.08,High,Yes,3,25,Low,94
9789,xpressbees,clothing,Bike,Priority,east,foggy,5.07,3.89,36,28,yes,delayed,3,68.56,High,Yes,2,28,Medium,77
9790,xpressbees,pharmacy,Scooter,Priority,north,hot,3.65,4.71,24,15,no,delivered,5,49.2,Low,No,4,15,High,78
9791,blue dart,pharmacy,Scooter,Scheduled,north,cold,1.08,6.35,8,10,yes,failed,2,28.64,Low,No,3,10,Low,100
9792,fedex,automobile parts,Scooter,Scheduled,central,rainy,7.53,6.9,32,22,yes,delayed,2,80.24,Low,No,4,22,High,76
9793,delhivery,cosmetics,Scooter,Scheduled,north,clear,6.91,4.55,31,23,no,delivered,5,75.28,Low,Yes,2,23,Medium,82
9794,blue dart,electronics,Scooter,Scheduled,north,stormy,7.52,7.75,30,25,yes,delayed,2,80.16,Low,Yes,3,25,Medium,87
9795,ecom express,furniture,Scooter,Priority,west,cold,1,5.9,19,18,no,delivered,3,36,High,No,3,18,Low,90
9796,fedex,fragile items,Bike,Priority,east,rainy,2.45,1.45,26,23,no,delivered,5,47.6,High,Yes,4,23,Low,85
9797,shadowfax,fragile items,Bike,Priority,south,foggy,1.87,6.8,27,22,no,delivered,3,42.96,High,Yes,5,22,Medium,80
9798,amazon logistics,fragile items,Bike,Instant,central,hot,7.53,4.82,40,30,no,delivered,5,88.24,High,No,1,30,High,74
9799,xpressbees,furniture,Bike,Priority,west,foggy,5.21,6.93,22,20,no,delivered,5,61.68,Low,Yes,5,20,Low,91
9800,amazon logistics,electronics,Bike,Priority,south,stormy,2.62,1.29,14,13,yes,failed,1,40.96,Low,No,5,13,Low,93
9801,xpressbees,clothing,Scooter,Instant,south,cold,6.92,6.57,23,23,yes,delayed,2,75.36,Low,Yes,3,23,Low,97
9802,fedex,fragile items,EV Scooter,Scheduled,west,clear,8.6,4.22,32,30,no,delivered,4,96.8,High,No,3,30,Low,88
9803,shadowfax,groceries,EV Scooter,Priority,south,clear,3.36,4.86,22,18,no,delivered,3,46.88,Medium,No,5,18,Medium,87
9804,ekart,cosmetics,EV Scooter,Scheduled,south,clear,3.45,3.7,32,22,no,delivered,4,55.6,High,No,1,22,High,74
9805,ecom express,electronics,Scooter,Priority,central,stormy,9.9,0.27,29,30,no,delivered,4,107.2,High,Yes,1,30,Low,96
9806,blue dart,furniture,Scooter,Priority,central,hot,0.56,3.57,24,16,no,delivered,4,24.48,Medium,Yes,2,16,Medium,82
9807,amazon logistics,automobile parts,Bike,Scheduled,central,clear,5.11,1.42,35,28,no,delivered,5,68.88,High,Yes,3,28,Medium,78
9808,amazon logistics,documents,Bike,Scheduled,east,hot,7.03,2.47,37,29,no,delivered,4,84.24,High,No,2,29,Medium,77
9809,blue dart,electronics,EV Scooter,Scheduled,west,clear,1.59,2.19,24,15,no,delivered,4,32.72,Medium,No,5,15,High,77
9810,xpressbees,documents,EV Scooter,Instant,north,clear,0.5,2.88,24,20,no,delivered,5,32,High,Yes,2,20,Medium,85
9811,ecom express,electronics,EV Scooter,Scheduled,central,cold,6.24,3.29,38,30,no,delivered,5,77.92,High,Yes,4,30,Medium,75
